Statistic Label,Year,Principal Economic Status,UNIT,VALUE,File_Name,Highest Level of Education Completed,Household Composition,Number of Persons at Work in the Household,Tenure Status,Urban and Rural,Region,Number of People at Work
Median Equivalised Nominal Disposable Income,2020,,Euro,21568.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,28488.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,27147.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,17374.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,23543.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,29985.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,31291.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,20233.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,26020.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,32686.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,29861.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,20804.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,27718.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,32730.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,34047.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
At Risk of Poverty Rate,2020,,%,29.4,SIA65.20221204T051238.csv,,,No person,,,,
At Risk of Poverty Rate,2020,,%,15.6,SIA65.20221204T051238.csv,,,1 person,,,,
At Risk of Poverty Rate,2020,,%,4.9,SIA65.20221204T051238.csv,,,2 persons,,,,
At Risk of Poverty Rate,2020,,%,4.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
At Risk of Poverty Rate,2021,,%,29.0,SIA65.20221204T051238.csv,,,No person,,,,
At Risk of Poverty Rate,2021,,%,12.6,SIA65.20221204T051238.csv,,,1 person,,,,
At Risk of Poverty Rate,2021,,%,3.0,SIA65.20221204T051238.csv,,,2 persons,,,,
At Risk of Poverty Rate,2021,,%,3.6,SIA65.20221204T051238.csv,,,3 or more persons,,,,
At Risk of Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,No person,,,,
At Risk of Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,1 person,,,,
At Risk of Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,2 persons,,,,
At Risk of Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Deprivation Rate,2020,,%,24.5,SIA65.20221204T051238.csv,,,No person,,,,
Deprivation Rate,2020,,%,19.3,SIA65.20221204T051238.csv,,,1 person,,,,
Deprivation Rate,2020,,%,6.8,SIA65.20221204T051238.csv,,,2 persons,,,,
Deprivation Rate,2020,,%,7.7,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Deprivation Rate,2021,,%,28.6,SIA65.20221204T051238.csv,,,No person,,,,
Deprivation Rate,2021,,%,13.8,SIA65.20221204T051238.csv,,,1 person,,,,
Deprivation Rate,2021,,%,7.5,SIA65.20221204T051238.csv,,,2 persons,,,,
Deprivation Rate,2021,,%,6.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Deprivation Rate,2022,,%,29.4,SIA65.20221204T051238.csv,,,No person,,,,
Deprivation Rate,2022,,%,23.0,SIA65.20221204T051238.csv,,,1 person,,,,
Deprivation Rate,2022,,%,10.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Deprivation Rate,2022,,%,7.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Consistent Poverty Rate,2020,,%,11.7,SIA65.20221204T051238.csv,,,No person,,,,
Consistent Poverty Rate,2020,,%,5.7,SIA65.20221204T051238.csv,,,1 person,,,,
Consistent Poverty Rate,2020,,%,1.3,SIA65.20221204T051238.csv,,,2 persons,,,,
Consistent Poverty Rate,2020,,%,0.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Consistent Poverty Rate,2021,,%,12.4,SIA65.20221204T051238.csv,,,No person,,,,
Consistent Poverty Rate,2021,,%,3.5,SIA65.20221204T051238.csv,,,1 person,,,,
Consistent Poverty Rate,2021,,%,0.5,SIA65.20221204T051238.csv,,,2 persons,,,,
Consistent Poverty Rate,2021,,%,0.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Consistent Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,No person,,,,
Consistent Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,1 person,,,,
Consistent Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,2 persons,,,,
Consistent Poverty Rate,2022,,%,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Real Household Disposable Income,2020,,Euro,49818.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Real Household Disposable Income,2020,,Euro,36366.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Real Household Disposable Income,2021,,Euro,53104.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Real Household Disposable Income,2021,,Euro,37829.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Real Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Real Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Real Household Disposable Income,2020,,Euro,57929.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Real Household Disposable Income,2020,,Euro,41925.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Real Household Disposable Income,2021,,Euro,60967.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Real Household Disposable Income,2021,,Euro,41594.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Nominal Household Disposable Income,2020,,Euro,49818.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Nominal Household Disposable Income,2020,,Euro,36366.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Nominal Household Disposable Income,2021,,Euro,52926.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Nominal Household Disposable Income,2021,,Euro,37702.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Nominal Household Disposable Income,2020,,Euro,57929.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Nominal Household Disposable Income,2020,,Euro,41925.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Nominal Household Disposable Income,2021,,Euro,60763.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Nominal Household Disposable Income,2021,,Euro,41455.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Real Disposable Income,2020,,Euro,26093.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Real Disposable Income,2020,,Euro,19248.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Real Disposable Income,2021,,Euro,28114.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Real Disposable Income,2021,,Euro,20331.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Real Disposable Income,2020,,Euro,30017.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Real Disposable Income,2020,,Euro,22667.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Real Disposable Income,2021,,Euro,31331.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Real Disposable Income,2021,,Euro,23044.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,26093.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,19248.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,28020.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,20263.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,30017.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,22667.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,31226.0,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,22967.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
At Risk of Poverty Rate,2020,,%,7.7,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
At Risk of Poverty Rate,2020,,%,25.7,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
At Risk of Poverty Rate,2021,,%,8.2,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
At Risk of Poverty Rate,2021,,%,19.8,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
At Risk of Poverty Rate,2022,,%,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
At Risk of Poverty Rate,2022,,%,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Deprivation Rate,2020,,%,7.4,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Deprivation Rate,2020,,%,29.9,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Deprivation Rate,2021,,%,6.1,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Deprivation Rate,2021,,%,32.0,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Deprivation Rate,2022,,%,9.8,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Deprivation Rate,2022,,%,34.1,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Consistent Poverty Rate,2020,,%,1.6,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Consistent Poverty Rate,2020,,%,11.7,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Consistent Poverty Rate,2021,,%,1.5,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Consistent Poverty Rate,2021,,%,9.8,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Consistent Poverty Rate,2022,,%,,SIA66.20221204T051213.csv,,,,Owner-occupied,,,
Consistent Poverty Rate,2022,,%,,SIA66.20221204T051213.csv,,,,Rented or rent free,,,
Median Real Household Disposable Income,2020,,Euro,45592.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Real Household Disposable Income,2020,,Euro,40277.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Real Household Disposable Income,2021,,Euro,48261.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Real Household Disposable Income,2021,,Euro,42977.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Real Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Real Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Real Household Disposable Income,2020,,Euro,55350.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Real Household Disposable Income,2020,,Euro,48105.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Real Household Disposable Income,2021,,Euro,56352.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Real Household Disposable Income,2021,,Euro,52137.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Real Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Real Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Nominal Household Disposable Income,2020,,Euro,45592.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Nominal Household Disposable Income,2020,,Euro,40277.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Nominal Household Disposable Income,2021,,Euro,48099.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Nominal Household Disposable Income,2021,,Euro,42833.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Nominal Household Disposable Income,2020,,Euro,55350.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Nominal Household Disposable Income,2020,,Euro,48105.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Nominal Household Disposable Income,2021,,Euro,56163.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Nominal Household Disposable Income,2021,,Euro,51962.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Real Disposable Income,2020,,Euro,24730.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Real Disposable Income,2020,,Euro,22983.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Real Disposable Income,2021,,Euro,26127.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Real Disposable Income,2021,,Euro,24166.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Real Disposable Income,2020,,Euro,28908.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Real Disposable Income,2020,,Euro,25433.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Real Disposable Income,2021,,Euro,29862.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Real Disposable Income,2021,,Euro,26908.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Nominal Disposable Income,2020,,Euro,24730.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Nominal Disposable Income,2020,,Euro,22983.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Nominal Disposable Income,2021,,Euro,26040.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Nominal Disposable Income,2021,,Euro,24085.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,28908.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,25433.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,29762.0,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,26818.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA67.20221204T051234.csv,,,,,Rural areas,,
At Risk of Poverty Rate,2020,,%,13.3,SIA67.20221204T051234.csv,,,,,Urban areas,,
At Risk of Poverty Rate,2020,,%,13.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
At Risk of Poverty Rate,2021,,%,10.5,SIA67.20221204T051234.csv,,,,,Urban areas,,
At Risk of Poverty Rate,2021,,%,13.9,SIA67.20221204T051234.csv,,,,,Rural areas,,
At Risk of Poverty Rate,2022,,%,,SIA67.20221204T051234.csv,,,,,Urban areas,,
At Risk of Poverty Rate,2022,,%,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Deprivation Rate,2020,,%,15.8,SIA67.20221204T051234.csv,,,,,Urban areas,,
Deprivation Rate,2020,,%,11.2,SIA67.20221204T051234.csv,,,,,Rural areas,,
Deprivation Rate,2021,,%,15.8,SIA67.20221204T051234.csv,,,,,Urban areas,,
Deprivation Rate,2021,,%,10.2,SIA67.20221204T051234.csv,,,,,Rural areas,,
Deprivation Rate,2022,,%,19.1,SIA67.20221204T051234.csv,,,,,Urban areas,,
Deprivation Rate,2022,,%,13.0,SIA67.20221204T051234.csv,,,,,Rural areas,,
Consistent Poverty Rate,2020,,%,5.4,SIA67.20221204T051234.csv,,,,,Urban areas,,
Consistent Poverty Rate,2020,,%,3.1,SIA67.20221204T051234.csv,,,,,Rural areas,,
Consistent Poverty Rate,2021,,%,4.7,SIA67.20221204T051234.csv,,,,,Urban areas,,
Consistent Poverty Rate,2021,,%,2.6,SIA67.20221204T051234.csv,,,,,Rural areas,,
Consistent Poverty Rate,2022,,%,,SIA67.20221204T051234.csv,,,,,Urban areas,,
Consistent Poverty Rate,2022,,%,,SIA67.20221204T051234.csv,,,,,Rural areas,,
Median Real Household Disposable Income,2020,,Euro,35076.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Real Household Disposable Income,2020,,Euro,40640.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Real Household Disposable Income,2020,,Euro,50513.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Real Household Disposable Income,2021,,Euro,38311.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Real Household Disposable Income,2021,,Euro,41533.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Real Household Disposable Income,2021,,Euro,53078.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Median Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Real Household Disposable Income,2020,,Euro,42942.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Real Household Disposable Income,2020,,Euro,47676.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Real Household Disposable Income,2020,,Euro,60178.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Real Household Disposable Income,2021,,Euro,48783.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Real Household Disposable Income,2021,,Euro,48650.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Real Household Disposable Income,2021,,Euro,61476.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Real Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Nominal Household Disposable Income,2020,,Euro,35076.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Nominal Household Disposable Income,2020,,Euro,40640.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Nominal Household Disposable Income,2020,,Euro,50513.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Nominal Household Disposable Income,2021,,Euro,38183.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Nominal Household Disposable Income,2021,,Euro,41394.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Nominal Household Disposable Income,2021,,Euro,52900.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Median Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Nominal Household Disposable Income,2020,,Euro,42942.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Nominal Household Disposable Income,2020,,Euro,47676.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Nominal Household Disposable Income,2020,,Euro,60178.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Nominal Household Disposable Income,2021,,Euro,48620.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Nominal Household Disposable Income,2021,,Euro,48487.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Nominal Household Disposable Income,2021,,Euro,61270.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Real Disposable Income,2020,,Euro,20465.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Real Disposable Income,2020,,Euro,22575.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Real Disposable Income,2020,,Euro,25868.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Real Disposable Income,2021,,Euro,23326.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Real Disposable Income,2021,,Euro,23893.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Real Disposable Income,2021,,Euro,27796.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Equivalised Real Disposable Income,2020,,Euro,23632.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Real Disposable Income,2020,,Euro,25580.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Real Disposable Income,2020,,Euro,30497.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Equivalised Real Disposable Income,2021,,Euro,26414.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Real Disposable Income,2021,,Euro,26389.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Real Disposable Income,2021,,Euro,31223.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Nominal Disposable Income,2020,,Euro,20465.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Nominal Disposable Income,2020,,Euro,22575.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Nominal Disposable Income,2020,,Euro,25868.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Nominal Disposable Income,2021,,Euro,23248.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Nominal Disposable Income,2021,,Euro,23813.0,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Nominal Disposable Income,2021,,Euro,27703.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Southern,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Equivalised Nominal Disposable Income,2020,,Euro,23632.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Nominal Disposable Income,2020,,Euro,25580.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Nominal Disposable Income,2020,,Euro,30497.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
Mean Equivalised Nominal Disposable Income,2021,,Euro,26326.0,SIA68.20221204T051241.csv,,,,,,Northern and Western,
Mean Equivalised Nominal Disposable Income,2021,,Euro,26301.0,SIA68.20221204T051241.csv,,,,,,Southern,
Mean Equivalised Nominal Disposable Income,2021,,Euro,31118.0,SIA68.20221204T051241.csv,,,,,,Eastern and Midland,
